"Notes"	"State"	"State Code"	"Year"	"Year Code"	"MCD - ICD Chapter"	"MCD - ICD Chapter Code"	Deaths	Population	Crude Rate
	"Idaho"	"16"	"2016"	"2016"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	342	1683140	20.3
	"Idaho"	"16"	"2016"	"2016"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	2179	1683140	129.5
	"Idaho"	"16"	"2016"	"2016"	"Mental and behavioural disorders"	"F01-F99"	4046	1683140	240.4
	"Idaho"	"16"	"2016"	"2016"	"Diseases of the nervous system"	"G00-G98"	1742	1683140	103.5
	"Idaho"	"16"	"2016"	"2016"	"Diseases of the eye and adnexa"	"H00-H59"	12	1683140	Unreliable
	"Idaho"	"16"	"2016"	"2016"	"Diseases of the ear and mastoid process"	"H60-H95"	Suppressed	1683140	Suppressed
	"Idaho"	"16"	"2016"	"2016"	"Diseases of the circulatory system"	"I00-I99"	6636	1683140	394.3
	"Idaho"	"16"	"2016"	"2016"	"Diseases of the respiratory system"	"J00-J98"	3535	1683140	210.0
	"Idaho"	"16"	"2016"	"2016"	"Diseases of the digestive system"	"K00-K92"	1134	1683140	67.4
	"Idaho"	"16"	"2016"	"2016"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	119	1683140	7.1
	"Idaho"	"16"	"2016"	"2016"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	362	1683140	21.5
	"Idaho"	"16"	"2016"	"2016"	"Diseases of the genitourinary system"	"N00-N99"	1290	1683140	76.6
	"Idaho"	"16"	"2016"	"2016"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	Suppressed	1683140	Suppressed
	"Idaho"	"16"	"2016"	"2016"	"Certain conditions originating in the perinatal period"	"P00-P96"	81	1683140	4.8
	"Idaho"	"16"	"2016"	"2016"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	96	1683140	5.7
	"Idaho"	"16"	"2016"	"2016"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	3018	1683140	179.3
	"Idaho"	"16"	"2016"	"2016"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	1627	1683140	96.7
	"Idaho"	"16"	"2016"	"2016"	"Codes for special purposes"	"U00-U99"	0	1683140	Unreliable
	"Idaho"	"16"	"2016"	"2016"	"External causes of morbidity and mortality"	"V01-Y89"	1735	1683140	103.1
	"Idaho"	"16"	"2017"	"2017"	"Certain infectious and parasitic diseases"	"A00-B99"	982	1716943	57.2
	"Idaho"	"16"	"2017"	"2017"	"Neoplasms"	"C00-D48"	3450	1716943	200.9
	"Idaho"	"16"	"2017"	"2017"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	366	1716943	21.3
	"Idaho"	"16"	"2017"	"2017"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	2314	1716943	134.8
	"Idaho"	"16"	"2017"	"2017"	"Mental and behavioural disorders"	"F01-F99"	4239	1716943	246.9
	"Idaho"	"16"	"2017"	"2017"	"Diseases of the nervous system"	"G00-G98"	1986	1716943	115.7
	"Idaho"	"16"	"2017"	"2017"	"Diseases of the eye and adnexa"	"H00-H59"	12	1716943	Unreliable
	"Idaho"	"16"	"2017"	"2017"	"Diseases of the ear and mastoid process"	"H60-H95"	Suppressed	1716943	Suppressed
	"Idaho"	"16"	"2017"	"2017"	"Diseases of the circulatory system"	"I00-I99"	7006	1716943	408.1
	"Idaho"	"16"	"2017"	"2017"	"Diseases of the respiratory system"	"J00-J98"	3832	1716943	223.2
	"Idaho"	"16"	"2017"	"2017"	"Diseases of the digestive system"	"K00-K92"	1154	1716943	67.2
	"Idaho"	"16"	"2017"	"2017"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	132	1716943	7.7
	"Idaho"	"16"	"2017"	"2017"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	320	1716943	18.6
	"Idaho"	"16"	"2017"	"2017"	"Diseases of the genitourinary system"	"N00-N99"	1283	1716943	74.7
	"Idaho"	"16"	"2017"	"2017"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	11	1716943	Unreliable
	"Idaho"	"16"	"2017"	"2017"	"Certain conditions originating in the perinatal period"	"P00-P96"	61	1716943	3.6
	"Idaho"	"16"	"2017"	"2017"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	98	1716943	5.7
	"Idaho"	"16"	"2017"	"2017"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	3010	1716943	175.3
	"Idaho"	"16"	"2017"	"2017"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	1698	1716943	98.9
	"Idaho"	"16"	"2017"	"2017"	"Codes for special purposes"	"U00-U99"	0	1716943	Unreliable
	"Idaho"	"16"	"2017"	"2017"	"External causes of morbidity and mortality"	"V01-Y89"	1810	1716943	105.4
	"Idaho"	"16"	"2018"	"2018"	"Certain infectious and parasitic diseases"	"A00-B99"	1015	1754208	57.9
	"Idaho"	"16"	"2018"	"2018"	"Neoplasms"	"C00-D48"	3506	1754208	199.9
	"Idaho"	"16"	"2018"	"2018"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	368	1754208	21.0
	"Idaho"	"16"	"2018"	"2018"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	2640	1754208	150.5
	"Idaho"	"16"	"2018"	"2018"	"Mental and behavioural disorders"	"F01-F99"	4169	1754208	237.7
	"Idaho"	"16"	"2018"	"2018"	"Diseases of the nervous system"	"G00-G98"	2152	1754208	122.7
	"Idaho"	"16"	"2018"	"2018"	"Diseases of the eye and adnexa"	"H00-H59"	10	1754208	Unreliable
	"Idaho"	"16"	"2018"	"2018"	"Diseases of the ear and mastoid process"	"H60-H95"	Suppressed	1754208	Suppressed
	"Idaho"	"16"	"2018"	"2018"	"Diseases of the circulatory system"	"I00-I99"	7349	1754208	418.9
	"Idaho"	"16"	"2018"	"2018"	"Diseases of the respiratory system"	"J00-J98"	3894	1754208	222.0
	"Idaho"	"16"	"2018"	"2018"	"Diseases of the digestive system"	"K00-K92"	1312	1754208	74.8
	"Idaho"	"16"	"2018"	"2018"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	117	1754208	6.7
	"Idaho"	"16"	"2018"	"2018"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	388	1754208	22.1
	"Idaho"	"16"	"2018"	"2018"	"Diseases of the genitourinary system"	"N00-N99"	1310	1754208	74.7
	"Idaho"	"16"	"2018"	"2018"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	12	1754208	Unreliable
	"Idaho"	"16"	"2018"	"2018"	"Certain conditions originating in the perinatal period"	"P00-P96"	79	1754208	4.5
	"Idaho"	"16"	"2018"	"2018"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	114	1754208	6.5
	"Idaho"	"16"	"2018"	"2018"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	3044	1754208	173.5
	"Idaho"	"16"	"2018"	"2018"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	1738	1754208	99.1
	"Idaho"	"16"	"2018"	"2018"	"Codes for special purposes"	"U00-U99"	0	1754208	Unreliable
	"Idaho"	"16"	"2018"	"2018"	"External causes of morbidity and mortality"	"V01-Y89"	1863	1754208	106.2
	"Idaho"	"16"	"2019"	"2019"	"Certain infectious and parasitic diseases"	"A00-B99"	1086	1787065	60.8
	"Idaho"	"16"	"2019"	"2019"	"Neoplasms"	"C00-D48"	3413	1787065	191.0
	"Idaho"	"16"	"2019"	"2019"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	397	1787065	22.2
	"Idaho"	"16"	"2019"	"2019"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	3058	1787065	171.1
	"Idaho"	"16"	"2019"	"2019"	"Mental and behavioural disorders"	"F01-F99"	4217	1787065	236.0
	"Idaho"	"16"	"2019"	"2019"	"Diseases of the nervous system"	"G00-G98"	2399	1787065	134.2
	"Idaho"	"16"	"2019"	"2019"	"Diseases of the eye and adnexa"	"H00-H59"	15	1787065	Unreliable
	"Idaho"	"16"	"2019"	"2019"	"Diseases of the ear and mastoid process"	"H60-H95"	Suppressed	1787065	Suppressed
	"Idaho"	"16"	"2019"	"2019"	"Diseases of the circulatory system"	"I00-I99"	7606	1787065	425.6
	"Idaho"	"16"	"2019"	"2019"	"Diseases of the respiratory system"	"J00-J98"	4202	1787065	235.1
	"Idaho"	"16"	"2019"	"2019"	"Diseases of the digestive system"	"K00-K92"	1358	1787065	76.0
	"Idaho"	"16"	"2019"	"2019"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	138	1787065	7.7
	"Idaho"	"16"	"2019"	"2019"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	364	1787065	20.4
	"Idaho"	"16"	"2019"	"2019"	"Diseases of the genitourinary system"	"N00-N99"	1394	1787065	78.0
	"Idaho"	"16"	"2019"	"2019"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	Suppressed	1787065	Suppressed
	"Idaho"	"16"	"2019"	"2019"	"Certain conditions originating in the perinatal period"	"P00-P96"	56	1787065	3.1
	"Idaho"	"16"	"2019"	"2019"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	93	1787065	5.2
	"Idaho"	"16"	"2019"	"2019"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	3397	1787065	190.1
	"Idaho"	"16"	"2019"	"2019"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	1677	1787065	93.8
	"Idaho"	"16"	"2019"	"2019"	"Codes for special purposes"	"U00-U99"	0	1787065	Unreliable
	"Idaho"	"16"	"2019"	"2019"	"External causes of morbidity and mortality"	"V01-Y89"	1845	1787065	103.2
	"Illinois"	"17"	"2015"	"2015"	"Certain infectious and parasitic diseases"	"A00-B99"	9473	12859995	73.7
	"Illinois"	"17"	"2015"	"2015"	"Neoplasms"	"C00-D48"	27458	12859995	213.5
	"Illinois"	"17"	"2015"	"2015"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	2724	12859995	21.2
	"Illinois"	"17"	"2015"	"2015"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	13543	12859995	105.3
	"Illinois"	"17"	"2015"	"2015"	"Mental and behavioural disorders"	"F01-F99"	21925	12859995	170.5
	"Illinois"	"17"	"2015"	"2015"	"Diseases of the nervous system"	"G00-G98"	9943	12859995	77.3
	"Illinois"	"17"	"2015"	"2015"	"Diseases of the eye and adnexa"	"H00-H59"	53	12859995	0.4
	"Illinois"	"17"	"2015"	"2015"	"Diseases of the ear and mastoid process"	"H60-H95"	10	12859995	Unreliable
	"Illinois"	"17"	"2015"	"2015"	"Diseases of the circulatory system"	"I00-I99"	53738	12859995	417.9
	"Illinois"	"17"	"2015"	"2015"	"Diseases of the respiratory system"	"J00-J98"	25514	12859995	198.4
	"Illinois"	"17"	"2015"	"2015"	"Diseases of the digestive system"	"K00-K92"	7089	12859995	55.1
	"Illinois"	"17"	"2015"	"2015"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	921	12859995	7.2
	"Illinois"	"17"	"2015"	"2015"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	1931	12859995	15.0
	"Illinois"	"17"	"2015"	"2015"	"Diseases of the genitourinary system"	"N00-N99"	9822	12859995	76.4
	"Illinois"	"17"	"2015"	"2015"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	56	12859995	0.4
	"Illinois"	"17"	"2015"	"2015"	"Certain conditions originating in the perinatal period"	"P00-P96"	638	12859995	5.0
	"Illinois"	"17"	"2015"	"2015"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	541	12859995	4.2
	"Illinois"	"17"	"2015"	"2015"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	13396	12859995	104.2
	"Illinois"	"17"	"2015"	"2015"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	8807	12859995	68.5
	"Illinois"	"17"	"2015"	"2015"	"Codes for special purposes"	"U00-U99"	0	12859995	Unreliable
	"Illinois"	"17"	"2015"	"2015"	"External causes of morbidity and mortality"	"V01-Y89"	9126	12859995	71.0
	"Illinois"	"17"	"2016"	"2016"	"Certain infectious and parasitic diseases"	"A00-B99"	9111	12801539	71.2
	"Illinois"	"17"	"2016"	"2016"	"Neoplasms"	"C00-D48"	27029	12801539	211.1
	"Illinois"	"17"	"2016"	"2016"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	2681	12801539	20.9
	"Illinois"	"17"	"2016"	"2016"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	13671	12801539	106.8
	"Illinois"	"17"	"2016"	"2016"	"Mental and behavioural disorders"	"F01-F99"	22048	12801539	172.2
	"Illinois"	"17"	"2016"	"2016"	"Diseases of the nervous system"	"G00-G98"	10762	12801539	84.1
	"Illinois"	"17"	"2016"	"2016"	"Diseases of the eye and adnexa"	"H00-H59"	53	12801539	0.4
	"Illinois"	"17"	"2016"	"2016"	"Diseases of the ear and mastoid process"	"H60-H95"	20	12801539	0.2
	"Illinois"	"17"	"2016"	"2016"	"Diseases of the circulatory system"	"I00-I99"	52996	12801539	414.0
	"Illinois"	"17"	"2016"	"2016"	"Diseases of the respiratory system"	"J00-J98"	25392	12801539	198.4
	"Illinois"	"17"	"2016"	"2016"	"Diseases of the digestive system"	"K00-K92"	7214	12801539	56.4
	"Illinois"	"17"	"2016"	"2016"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	861	12801539	6.7
	"Illinois"	"17"	"2016"	"2016"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	1956	12801539	15.3
	"Illinois"	"17"	"2016"	"2016"	"Diseases of the genitourinary system"	"N00-N99"	9819	12801539	76.7
	"Illinois"	"17"	"2016"	"2016"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	42	12801539	0.3
	"Illinois"	"17"	"2016"	"2016"	"Certain conditions originating in the perinatal period"	"P00-P96"	677	12801539	5.3
	"Illinois"	"17"	"2016"	"2016"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	547	12801539	4.3
	"Illinois"	"17"	"2016"	"2016"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	13596	12801539	106.2
	"Illinois"	"17"	"2016"	"2016"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	9824	12801539	76.7
	"Illinois"	"17"	"2016"	"2016"	"Codes for special purposes"	"U00-U99"	0	12801539	Unreliable
	"Illinois"	"17"	"2016"	"2016"	"External causes of morbidity and mortality"	"V01-Y89"	10186	12801539	79.6
	"Illinois"	"17"	"2017"	"2017"	"Certain infectious and parasitic diseases"	"A00-B99"	9433	12802023	73.7
	"Illinois"	"17"	"2017"	"2017"	"Neoplasms"	"C00-D48"	26920	12802023	210.3
	"Illinois"	"17"	"2017"	"2017"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	2855	12802023	22.3
	"Illinois"	"17"	"2017"	"2017"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	14118	12802023	110.3
	"Illinois"	"17"	"2017"	"2017"	"Mental and behavioural disorders"	"F01-F99"	22874	12802023	178.7
	"Illinois"	"17"	"2017"	"2017"	"Diseases of the nervous system"	"G00-G98"	11309	12802023	88.3
	"Illinois"	"17"	"2017"	"2017"	"Diseases of the eye and adnexa"	"H00-H59"	65	12802023	0.5
	"Illinois"	"17"	"2017"	"2017"	"Diseases of the ear and mastoid process"	"H60-H95"	15	12802023	Unreliable
	"Illinois"	"17"	"2017"	"2017"	"Diseases of the circulatory system"	"I00-I99"	54880	12802023	428.7
	"Illinois"	"17"	"2017"	"2017"	"Diseases of the respiratory system"	"J00-J98"	26337	12802023	205.7
	"Illinois"	"17"	"2017"	"2017"	"Diseases of the digestive system"	"K00-K92"	7231	12802023	56.5
	"Illinois"	"17"	"2017"	"2017"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	845	12802023	6.6
	"Illinois"	"17"	"2017"	"2017"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	2037	12802023	15.9
	"Illinois"	"17"	"2017"	"2017"	"Diseases of the genitourinary system"	"N00-N99"	9916	12802023	77.5
	"Illinois"	"17"	"2017"	"2017"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	70	12802023	0.5
	"Illinois"	"17"	"2017"	"2017"	"Certain conditions originating in the perinatal period"	"P00-P96"	616	12802023	4.8
	"Illinois"	"17"	"2017"	"2017"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	548	12802023	4.3
	"Illinois"	"17"	"2017"	"2017"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	14168	12802023	110.7
	"Illinois"	"17"	"2017"	"2017"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	10335	12802023	80.7
	"Illinois"	"17"	"2017"	"2017"	"Codes for special purposes"	"U00-U99"	0	12802023	Unreliable
	"Illinois"	"17"	"2017"	"2017"	"External causes of morbidity and mortality"	"V01-Y89"	10842	12802023	84.7
	"Illinois"	"17"	"2018"	"2018"	"Certain infectious and parasitic diseases"	"A00-B99"	9408	12741080	73.8
	"Illinois"	"17"	"2018"	"2018"	"Neoplasms"	"C00-D48"	26702	12741080	209.6
	"Illinois"	"17"	"2018"	"2018"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	2620	12741080	20.6
	"Illinois"	"17"	"2018"	"2018"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	14080	12741080	110.5
	"Illinois"	"17"	"2018"	"2018"	"Mental and behavioural disorders"	"F01-F99"	22440	12741080	176.1
	"Illinois"	"17"	"2018"	"2018"	"Diseases of the nervous system"	"G00-G98"	11485	12741080	90.1
	"Illinois"	"17"	"2018"	"2018"	"Diseases of the eye and adnexa"	"H00-H59"	61	12741080	0.5
	"Illinois"	"17"	"2018"	"2018"	"Diseases of the ear and mastoid process"	"H60-H95"	21	12741080	0.2
	"Illinois"	"17"	"2018"	"2018"	"Diseases of the circulatory system"	"I00-I99"	54892	12741080	430.8
	"Illinois"	"17"	"2018"	"2018"	"Diseases of the respiratory system"	"J00-J98"	26051	12741080	204.5
	"Illinois"	"17"	"2018"	"2018"	"Diseases of the digestive system"	"K00-K92"	7207	12741080	56.6
	"Illinois"	"17"	"2018"	"2018"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	801	12741080	6.3
	"Illinois"	"17"	"2018"	"2018"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	1814	12741080	14.2
	"Illinois"	"17"	"2018"	"2018"	"Diseases of the genitourinary system"	"N00-N99"	10088	12741080	79.2
	"Illinois"	"17"	"2018"	"2018"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	36	12741080	0.3
	"Illinois"	"17"	"2018"	"2018"	"Certain conditions originating in the perinatal period"	"P00-P96"	646	12741080	5.1
	"Illinois"	"17"	"2018"	"2018"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	573	12741080	4.5
	"Illinois"	"17"	"2018"	"2018"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	13872	12741080	108.9
	"Illinois"	"17"	"2018"	"2018"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	10199	12741080	80.0
	"Illinois"	"17"	"2018"	"2018"	"Codes for special purposes"	"U00-U99"	0	12741080	Unreliable
	"Illinois"	"17"	"2018"	"2018"	"External causes of morbidity and mortality"	"V01-Y89"	10789	12741080	84.7
	"Illinois"	"17"	"2019"	"2019"	"Certain infectious and parasitic diseases"	"A00-B99"	9137	12671821	72.1
	"Illinois"	"17"	"2019"	"2019"	"Neoplasms"	"C00-D48"	26689	12671821	210.6
	"Illinois"	"17"	"2019"	"2019"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	2559	12671821	20.2
	"Illinois"	"17"	"2019"	"2019"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	14572	12671821	115.0
	"Illinois"	"17"	"2019"	"2019"	"Mental and behavioural disorders"	"F01-F99"	22362	12671821	176.5
	"Illinois"	"17"	"2019"	"2019"	"Diseases of the nervous system"	"G00-G98"	11622	12671821	91.7
	"Illinois"	"17"	"2019"	"2019"	"Diseases of the eye and adnexa"	"H00-H59"	46	12671821	0.4
	"Illinois"	"17"	"2019"	"2019"	"Diseases of the ear and mastoid process"	"H60-H95"	20	12671821	0.2
	"Illinois"	"17"	"2019"	"2019"	"Diseases of the circulatory system"	"I00-I99"	55252	12671821	436.0
	"Illinois"	"17"	"2019"	"2019"	"Diseases of the respiratory system"	"J00-J98"	25199	12671821	198.9
	"Illinois"	"17"	"2019"	"2019"	"Diseases of the digestive system"	"K00-K92"	7261	12671821	57.3
	"Illinois"	"17"	"2019"	"2019"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	839	12671821	6.6
	"Illinois"	"17"	"2019"	"2019"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	1801	12671821	14.2
	"Illinois"	"17"	"2019"	"2019"	"Diseases of the genitourinary system"	"N00-N99"	9933	12671821	78.4
	"Illinois"	"17"	"2019"	"2019"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	37	12671821	0.3
	"Illinois"	"17"	"2019"	"2019"	"Certain conditions originating in the perinatal period"	"P00-P96"	529	12671821	4.2
	"Illinois"	"17"	"2019"	"2019"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	504	12671821	4.0
	"Illinois"	"17"	"2019"	"2019"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	13849	12671821	109.3
	"Illinois"	"17"	"2019"	"2019"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	10200	12671821	80.5
	"Illinois"	"17"	"2019"	"2019"	"Codes for special purposes"	"U00-U99"	Suppressed	12671821	Suppressed
	"Illinois"	"17"	"2019"	"2019"	"External causes of morbidity and mortality"	"V01-Y89"	11017	12671821	86.9
	"Indiana"	"18"	"2015"	"2015"	"Certain infectious and parasitic diseases"	"A00-B99"	5555	6619680	83.9
	"Indiana"	"18"	"2015"	"2015"	"Neoplasms"	"C00-D48"	15365	6619680	232.1
	"Indiana"	"18"	"2015"	"2015"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	2198	6619680	33.2
