"Notes"	"Age Group"	"Age Group Code"	"State"	"State Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	Projected Populations
	"25-29 years"	"25-29"	"Tennessee"	"47"	"2013"	"2013"	"Female"	"F"	204715
	"25-29 years"	"25-29"	"Tennessee"	"47"	"2013"	"2013"	"Male"	"M"	205188
	"25-29 years"	"25-29"	"Tennessee"	"47"	"2014"	"2014"	"Female"	"F"	208914
	"25-29 years"	"25-29"	"Tennessee"	"47"	"2014"	"2014"	"Male"	"M"	207116
	"25-29 years"	"25-29"	"Tennessee"	"47"	"2015"	"2015"	"Female"	"F"	213205
	"25-29 years"	"25-29"	"Tennessee"	"47"	"2015"	"2015"	"Male"	"M"	210382
	"25-29 years"	"25-29"	"Tennessee"	"47"	"2016"	"2016"	"Female"	"F"	217319
	"25-29 years"	"25-29"	"Tennessee"	"47"	"2016"	"2016"	"Male"	"M"	213751
	"25-29 years"	"25-29"	"Tennessee"	"47"	"2017"	"2017"	"Female"	"F"	221120
	"25-29 years"	"25-29"	"Tennessee"	"47"	"2017"	"2017"	"Male"	"M"	216493
	"25-29 years"	"25-29"	"Tennessee"	"47"	"2018"	"2018"	"Female"	"F"	223289
	"25-29 years"	"25-29"	"Tennessee"	"47"	"2018"	"2018"	"Male"	"M"	217930
	"25-29 years"	"25-29"	"Tennessee"	"47"	"2019"	"2019"	"Female"	"F"	223714
	"25-29 years"	"25-29"	"Tennessee"	"47"	"2019"	"2019"	"Male"	"M"	217836
	"25-29 years"	"25-29"	"Tennessee"	"47"	"2020"	"2020"	"Female"	"F"	223164
	"25-29 years"	"25-29"	"Tennessee"	"47"	"2020"	"2020"	"Male"	"M"	216655
	"25-29 years"	"25-29"	"Tennessee"	"47"	"2021"	"2021"	"Female"	"F"	222184
	"25-29 years"	"25-29"	"Tennessee"	"47"	"2021"	"2021"	"Male"	"M"	215022
	"25-29 years"	"25-29"	"Tennessee"	"47"	"2022"	"2022"	"Female"	"F"	221417
	"25-29 years"	"25-29"	"Tennessee"	"47"	"2022"	"2022"	"Male"	"M"	213891
	"25-29 years"	"25-29"	"Tennessee"	"47"	"2023"	"2023"	"Female"	"F"	221971
	"25-29 years"	"25-29"	"Tennessee"	"47"	"2023"	"2023"	"Male"	"M"	213796
	"25-29 years"	"25-29"	"Tennessee"	"47"	"2024"	"2024"	"Female"	"F"	223510
	"25-29 years"	"25-29"	"Tennessee"	"47"	"2024"	"2024"	"Male"	"M"	215034
	"25-29 years"	"25-29"	"Texas"	"48"	"2013"	"2013"	"Female"	"F"	915930
	"25-29 years"	"25-29"	"Texas"	"48"	"2013"	"2013"	"Male"	"M"	961162
	"25-29 years"	"25-29"	"Texas"	"48"	"2014"	"2014"	"Female"	"F"	923442
	"25-29 years"	"25-29"	"Texas"	"48"	"2014"	"2014"	"Male"	"M"	967685
	"25-29 years"	"25-29"	"Texas"	"48"	"2015"	"2015"	"Female"	"F"	932844
	"25-29 years"	"25-29"	"Texas"	"48"	"2015"	"2015"	"Male"	"M"	977662
	"25-29 years"	"25-29"	"Texas"	"48"	"2016"	"2016"	"Female"	"F"	942365
	"25-29 years"	"25-29"	"Texas"	"48"	"2016"	"2016"	"Male"	"M"	986972
	"25-29 years"	"25-29"	"Texas"	"48"	"2017"	"2017"	"Female"	"F"	951702
	"25-29 years"	"25-29"	"Texas"	"48"	"2017"	"2017"	"Male"	"M"	996284
	"25-29 years"	"25-29"	"Texas"	"48"	"2018"	"2018"	"Female"	"F"	959278
	"25-29 years"	"25-29"	"Texas"	"48"	"2018"	"2018"	"Male"	"M"	1003174
	"25-29 years"	"25-29"	"Texas"	"48"	"2019"	"2019"	"Female"	"F"	963725
	"25-29 years"	"25-29"	"Texas"	"48"	"2019"	"2019"	"Male"	"M"	1006657
	"25-29 years"	"25-29"	"Texas"	"48"	"2020"	"2020"	"Female"	"F"	962982
	"25-29 years"	"25-29"	"Texas"	"48"	"2020"	"2020"	"Male"	"M"	1005545
	"25-29 years"	"25-29"	"Texas"	"48"	"2021"	"2021"	"Female"	"F"	962485
	"25-29 years"	"25-29"	"Texas"	"48"	"2021"	"2021"	"Male"	"M"	1005170
	"25-29 years"	"25-29"	"Texas"	"48"	"2022"	"2022"	"Female"	"F"	962142
	"25-29 years"	"25-29"	"Texas"	"48"	"2022"	"2022"	"Male"	"M"	1004466
	"25-29 years"	"25-29"	"Texas"	"48"	"2023"	"2023"	"Female"	"F"	963731
	"25-29 years"	"25-29"	"Texas"	"48"	"2023"	"2023"	"Male"	"M"	1006434
	"25-29 years"	"25-29"	"Texas"	"48"	"2024"	"2024"	"Female"	"F"	971075
	"25-29 years"	"25-29"	"Texas"	"48"	"2024"	"2024"	"Male"	"M"	1013292
	"25-29 years"	"25-29"	"Utah"	"49"	"2013"	"2013"	"Female"	"F"	89676
	"25-29 years"	"25-29"	"Utah"	"49"	"2013"	"2013"	"Male"	"M"	97546
	"25-29 years"	"25-29"	"Utah"	"49"	"2014"	"2014"	"Female"	"F"	91338
	"25-29 years"	"25-29"	"Utah"	"49"	"2014"	"2014"	"Male"	"M"	97958
	"25-29 years"	"25-29"	"Utah"	"49"	"2015"	"2015"	"Female"	"F"	93342
	"25-29 years"	"25-29"	"Utah"	"49"	"2015"	"2015"	"Male"	"M"	98659
	"25-29 years"	"25-29"	"Utah"	"49"	"2016"	"2016"	"Female"	"F"	95351
	"25-29 years"	"25-29"	"Utah"	"49"	"2016"	"2016"	"Male"	"M"	99848
	"25-29 years"	"25-29"	"Utah"	"49"	"2017"	"2017"	"Female"	"F"	97289
	"25-29 years"	"25-29"	"Utah"	"49"	"2017"	"2017"	"Male"	"M"	100927
	"25-29 years"	"25-29"	"Utah"	"49"	"2018"	"2018"	"Female"	"F"	98702
	"25-29 years"	"25-29"	"Utah"	"49"	"2018"	"2018"	"Male"	"M"	102004
	"25-29 years"	"25-29"	"Utah"	"49"	"2019"	"2019"	"Female"	"F"	99454
	"25-29 years"	"25-29"	"Utah"	"49"	"2019"	"2019"	"Male"	"M"	102778
	"25-29 years"	"25-29"	"Utah"	"49"	"2020"	"2020"	"Female"	"F"	100122
	"25-29 years"	"25-29"	"Utah"	"49"	"2020"	"2020"	"Male"	"M"	103898
	"25-29 years"	"25-29"	"Utah"	"49"	"2021"	"2021"	"Female"	"F"	100988
	"25-29 years"	"25-29"	"Utah"	"49"	"2021"	"2021"	"Male"	"M"	105054
	"25-29 years"	"25-29"	"Utah"	"49"	"2022"	"2022"	"Female"	"F"	102226
	"25-29 years"	"25-29"	"Utah"	"49"	"2022"	"2022"	"Male"	"M"	106943
	"25-29 years"	"25-29"	"Utah"	"49"	"2023"	"2023"	"Female"	"F"	103876
	"25-29 years"	"25-29"	"Utah"	"49"	"2023"	"2023"	"Male"	"M"	109249
	"25-29 years"	"25-29"	"Utah"	"49"	"2024"	"2024"	"Female"	"F"	106441
	"25-29 years"	"25-29"	"Utah"	"49"	"2024"	"2024"	"Male"	"M"	112385
	"25-29 years"	"25-29"	"Vermont"	"50"	"2013"	"2013"	"Female"	"F"	21872
	"25-29 years"	"25-29"	"Vermont"	"50"	"2013"	"2013"	"Male"	"M"	23432
	"25-29 years"	"25-29"	"Vermont"	"50"	"2014"	"2014"	"Female"	"F"	22106
	"25-29 years"	"25-29"	"Vermont"	"50"	"2014"	"2014"	"Male"	"M"	23751
	"25-29 years"	"25-29"	"Vermont"	"50"	"2015"	"2015"	"Female"	"F"	22335
	"25-29 years"	"25-29"	"Vermont"	"50"	"2015"	"2015"	"Male"	"M"	24015
	"25-29 years"	"25-29"	"Vermont"	"50"	"2016"	"2016"	"Female"	"F"	22409
	"25-29 years"	"25-29"	"Vermont"	"50"	"2016"	"2016"	"Male"	"M"	24179
	"25-29 years"	"25-29"	"Vermont"	"50"	"2017"	"2017"	"Female"	"F"	22346
	"25-29 years"	"25-29"	"Vermont"	"50"	"2017"	"2017"	"Male"	"M"	23969
	"25-29 years"	"25-29"	"Vermont"	"50"	"2018"	"2018"	"Female"	"F"	22019
	"25-29 years"	"25-29"	"Vermont"	"50"	"2018"	"2018"	"Male"	"M"	23600
	"25-29 years"	"25-29"	"Vermont"	"50"	"2019"	"2019"	"Female"	"F"	21575
	"25-29 years"	"25-29"	"Vermont"	"50"	"2019"	"2019"	"Male"	"M"	23124
	"25-29 years"	"25-29"	"Vermont"	"50"	"2020"	"2020"	"Female"	"F"	20983
	"25-29 years"	"25-29"	"Vermont"	"50"	"2020"	"2020"	"Male"	"M"	22420
	"25-29 years"	"25-29"	"Vermont"	"50"	"2021"	"2021"	"Female"	"F"	20231
	"25-29 years"	"25-29"	"Vermont"	"50"	"2021"	"2021"	"Male"	"M"	21632
	"25-29 years"	"25-29"	"Vermont"	"50"	"2022"	"2022"	"Female"	"F"	19534
	"25-29 years"	"25-29"	"Vermont"	"50"	"2022"	"2022"	"Male"	"M"	20972
	"25-29 years"	"25-29"	"Vermont"	"50"	"2023"	"2023"	"Female"	"F"	18949
	"25-29 years"	"25-29"	"Vermont"	"50"	"2023"	"2023"	"Male"	"M"	20278
	"25-29 years"	"25-29"	"Vermont"	"50"	"2024"	"2024"	"Female"	"F"	18380
	"25-29 years"	"25-29"	"Vermont"	"50"	"2024"	"2024"	"Male"	"M"	19764
	"25-29 years"	"25-29"	"Virginia"	"51"	"2013"	"2013"	"Female"	"F"	287107
	"25-29 years"	"25-29"	"Virginia"	"51"	"2013"	"2013"	"Male"	"M"	292568
	"25-29 years"	"25-29"	"Virginia"	"51"	"2014"	"2014"	"Female"	"F"	294425
	"25-29 years"	"25-29"	"Virginia"	"51"	"2014"	"2014"	"Male"	"M"	300216
	"25-29 years"	"25-29"	"Virginia"	"51"	"2015"	"2015"	"Female"	"F"	301193
	"25-29 years"	"25-29"	"Virginia"	"51"	"2015"	"2015"	"Male"	"M"	306908
	"25-29 years"	"25-29"	"Virginia"	"51"	"2016"	"2016"	"Female"	"F"	306778
	"25-29 years"	"25-29"	"Virginia"	"51"	"2016"	"2016"	"Male"	"M"	311778
	"25-29 years"	"25-29"	"Virginia"	"51"	"2017"	"2017"	"Female"	"F"	310398
	"25-29 years"	"25-29"	"Virginia"	"51"	"2017"	"2017"	"Male"	"M"	315202
	"25-29 years"	"25-29"	"Virginia"	"51"	"2018"	"2018"	"Female"	"F"	312033
	"25-29 years"	"25-29"	"Virginia"	"51"	"2018"	"2018"	"Male"	"M"	316757
	"25-29 years"	"25-29"	"Virginia"	"51"	"2019"	"2019"	"Female"	"F"	311882
	"25-29 years"	"25-29"	"Virginia"	"51"	"2019"	"2019"	"Male"	"M"	315718
	"25-29 years"	"25-29"	"Virginia"	"51"	"2020"	"2020"	"Female"	"F"	309486
	"25-29 years"	"25-29"	"Virginia"	"51"	"2020"	"2020"	"Male"	"M"	312630
	"25-29 years"	"25-29"	"Virginia"	"51"	"2021"	"2021"	"Female"	"F"	305915
	"25-29 years"	"25-29"	"Virginia"	"51"	"2021"	"2021"	"Male"	"M"	308702
	"25-29 years"	"25-29"	"Virginia"	"51"	"2022"	"2022"	"Female"	"F"	303371
	"25-29 years"	"25-29"	"Virginia"	"51"	"2022"	"2022"	"Male"	"M"	305048
	"25-29 years"	"25-29"	"Virginia"	"51"	"2023"	"2023"	"Female"	"F"	301523
	"25-29 years"	"25-29"	"Virginia"	"51"	"2023"	"2023"	"Male"	"M"	302071
	"25-29 years"	"25-29"	"Virginia"	"51"	"2024"	"2024"	"Female"	"F"	301263
	"25-29 years"	"25-29"	"Virginia"	"51"	"2024"	"2024"	"Male"	"M"	301205
	"25-29 years"	"25-29"	"Washington"	"53"	"2013"	"2013"	"Female"	"F"	245941
	"25-29 years"	"25-29"	"Washington"	"53"	"2013"	"2013"	"Male"	"M"	260566
	"25-29 years"	"25-29"	"Washington"	"53"	"2014"	"2014"	"Female"	"F"	248754
	"25-29 years"	"25-29"	"Washington"	"53"	"2014"	"2014"	"Male"	"M"	263771
	"25-29 years"	"25-29"	"Washington"	"53"	"2015"	"2015"	"Female"	"F"	251901
	"25-29 years"	"25-29"	"Washington"	"53"	"2015"	"2015"	"Male"	"M"	267698
	"25-29 years"	"25-29"	"Washington"	"53"	"2016"	"2016"	"Female"	"F"	254656
	"25-29 years"	"25-29"	"Washington"	"53"	"2016"	"2016"	"Male"	"M"	271098
	"25-29 years"	"25-29"	"Washington"	"53"	"2017"	"2017"	"Female"	"F"	257366
	"25-29 years"	"25-29"	"Washington"	"53"	"2017"	"2017"	"Male"	"M"	274465
	"25-29 years"	"25-29"	"Washington"	"53"	"2018"	"2018"	"Female"	"F"	258719
	"25-29 years"	"25-29"	"Washington"	"53"	"2018"	"2018"	"Male"	"M"	276409
	"25-29 years"	"25-29"	"Washington"	"53"	"2019"	"2019"	"Female"	"F"	258653
	"25-29 years"	"25-29"	"Washington"	"53"	"2019"	"2019"	"Male"	"M"	276300
	"25-29 years"	"25-29"	"Washington"	"53"	"2020"	"2020"	"Female"	"F"	257091
	"25-29 years"	"25-29"	"Washington"	"53"	"2020"	"2020"	"Male"	"M"	274497
	"25-29 years"	"25-29"	"Washington"	"53"	"2021"	"2021"	"Female"	"F"	255058
	"25-29 years"	"25-29"	"Washington"	"53"	"2021"	"2021"	"Male"	"M"	272668
	"25-29 years"	"25-29"	"Washington"	"53"	"2022"	"2022"	"Female"	"F"	253449
	"25-29 years"	"25-29"	"Washington"	"53"	"2022"	"2022"	"Male"	"M"	271007
	"25-29 years"	"25-29"	"Washington"	"53"	"2023"	"2023"	"Female"	"F"	253022
	"25-29 years"	"25-29"	"Washington"	"53"	"2023"	"2023"	"Male"	"M"	270454
	"25-29 years"	"25-29"	"Washington"	"53"	"2024"	"2024"	"Female"	"F"	253920
	"25-29 years"	"25-29"	"Washington"	"53"	"2024"	"2024"	"Male"	"M"	271488
	"25-29 years"	"25-29"	"West Virginia"	"54"	"2013"	"2013"	"Female"	"F"	48397
	"25-29 years"	"25-29"	"West Virginia"	"54"	"2013"	"2013"	"Male"	"M"	51592
	"25-29 years"	"25-29"	"West Virginia"	"54"	"2014"	"2014"	"Female"	"F"	47895
	"25-29 years"	"25-29"	"West Virginia"	"54"	"2014"	"2014"	"Male"	"M"	50821
	"25-29 years"	"25-29"	"West Virginia"	"54"	"2015"	"2015"	"Female"	"F"	47907
	"25-29 years"	"25-29"	"West Virginia"	"54"	"2015"	"2015"	"Male"	"M"	50550
	"25-29 years"	"25-29"	"West Virginia"	"54"	"2016"	"2016"	"Female"	"F"	48008
	"25-29 years"	"25-29"	"West Virginia"	"54"	"2016"	"2016"	"Male"	"M"	50381
	"25-29 years"	"25-29"	"West Virginia"	"54"	"2017"	"2017"	"Female"	"F"	48049
	"25-29 years"	"25-29"	"West Virginia"	"54"	"2017"	"2017"	"Male"	"M"	50365
	"25-29 years"	"25-29"	"West Virginia"	"54"	"2018"	"2018"	"Female"	"F"	47717
	"25-29 years"	"25-29"	"West Virginia"	"54"	"2018"	"2018"	"Male"	"M"	50110
	"25-29 years"	"25-29"	"West Virginia"	"54"	"2019"	"2019"	"Female"	"F"	46999
	"25-29 years"	"25-29"	"West Virginia"	"54"	"2019"	"2019"	"Male"	"M"	49558
	"25-29 years"	"25-29"	"West Virginia"	"54"	"2020"	"2020"	"Female"	"F"	45803
	"25-29 years"	"25-29"	"West Virginia"	"54"	"2020"	"2020"	"Male"	"M"	48643
	"25-29 years"	"25-29"	"West Virginia"	"54"	"2021"	"2021"	"Female"	"F"	44666
	"25-29 years"	"25-29"	"West Virginia"	"54"	"2021"	"2021"	"Male"	"M"	47579
	"25-29 years"	"25-29"	"West Virginia"	"54"	"2022"	"2022"	"Female"	"F"	43535
	"25-29 years"	"25-29"	"West Virginia"	"54"	"2022"	"2022"	"Male"	"M"	46553
	"25-29 years"	"25-29"	"West Virginia"	"54"	"2023"	"2023"	"Female"	"F"	42848
	"25-29 years"	"25-29"	"West Virginia"	"54"	"2023"	"2023"	"Male"	"M"	45756
	"25-29 years"	"25-29"	"West Virginia"	"54"	"2024"	"2024"	"Female"	"F"	42664
	"25-29 years"	"25-29"	"West Virginia"	"54"	"2024"	"2024"	"Male"	"M"	45078
	"25-29 years"	"25-29"	"Wisconsin"	"55"	"2013"	"2013"	"Female"	"F"	192778
	"25-29 years"	"25-29"	"Wisconsin"	"55"	"2013"	"2013"	"Male"	"M"	198398
	"25-29 years"	"25-29"	"Wisconsin"	"55"	"2014"	"2014"	"Female"	"F"	191868
	"25-29 years"	"25-29"	"Wisconsin"	"55"	"2014"	"2014"	"Male"	"M"	197183
	"25-29 years"	"25-29"	"Wisconsin"	"55"	"2015"	"2015"	"Female"	"F"	191180
	"25-29 years"	"25-29"	"Wisconsin"	"55"	"2015"	"2015"	"Male"	"M"	196177
	"25-29 years"	"25-29"	"Wisconsin"	"55"	"2016"	"2016"	"Female"	"F"	190103
	"25-29 years"	"25-29"	"Wisconsin"	"55"	"2016"	"2016"	"Male"	"M"	195213
	"25-29 years"	"25-29"	"Wisconsin"	"55"	"2017"	"2017"	"Female"	"F"	188884
	"25-29 years"	"25-29"	"Wisconsin"	"55"	"2017"	"2017"	"Male"	"M"	193874
	"25-29 years"	"25-29"	"Wisconsin"	"55"	"2018"	"2018"	"Female"	"F"	187169
	"25-29 years"	"25-29"	"Wisconsin"	"55"	"2018"	"2018"	"Male"	"M"	192081
	"25-29 years"	"25-29"	"Wisconsin"	"55"	"2019"	"2019"	"Female"	"F"	184561
	"25-29 years"	"25-29"	"Wisconsin"	"55"	"2019"	"2019"	"Male"	"M"	189104
	"25-29 years"	"25-29"	"Wisconsin"	"55"	"2020"	"2020"	"Female"	"F"	180619
	"25-29 years"	"25-29"	"Wisconsin"	"55"	"2020"	"2020"	"Male"	"M"	185106
	"25-29 years"	"25-29"	"Wisconsin"	"55"	"2021"	"2021"	"Female"	"F"	176733
	"25-29 years"	"25-29"	"Wisconsin"	"55"	"2021"	"2021"	"Male"	"M"	180949
	"25-29 years"	"25-29"	"Wisconsin"	"55"	"2022"	"2022"	"Female"	"F"	173368
	"25-29 years"	"25-29"	"Wisconsin"	"55"	"2022"	"2022"	"Male"	"M"	177352
	"25-29 years"	"25-29"	"Wisconsin"	"55"	"2023"	"2023"	"Female"	"F"	170800
	"25-29 years"	"25-29"	"Wisconsin"	"55"	"2023"	"2023"	"Male"	"M"	174277
	"25-29 years"	"25-29"	"Wisconsin"	"55"	"2024"	"2024"	"Female"	"F"	169347
	"25-29 years"	"25-29"	"Wisconsin"	"55"	"2024"	"2024"	"Male"	"M"	172774
	"25-29 years"	"25-29"	"Wyoming"	"56"	"2013"	"2013"	"Female"	"F"	16685
	"25-29 years"	"25-29"	"Wyoming"	"56"	"2013"	"2013"	"Male"	"M"	17782
	"25-29 years"	"25-29"	"Wyoming"	"56"	"2014"	"2014"	"Female"	"F"	15870
	"25-29 years"	"25-29"	"Wyoming"	"56"	"2014"	"2014"	"Male"	"M"	17198
	"25-29 years"	"25-29"	"Wyoming"	"56"	"2015"	"2015"	"Female"	"F"	15185
	"25-29 years"	"25-29"	"Wyoming"	"56"	"2015"	"2015"	"Male"	"M"	16721
	"25-29 years"	"25-29"	"Wyoming"	"56"	"2016"	"2016"	"Female"	"F"	14656
	"25-29 years"	"25-29"	"Wyoming"	"56"	"2016"	"2016"	"Male"	"M"	16363
	"25-29 years"	"25-29"	"Wyoming"	"56"	"2017"	"2017"	"Female"	"F"	14160
	"25-29 years"	"25-29"	"Wyoming"	"56"	"2017"	"2017"	"Male"	"M"	16030
	"25-29 years"	"25-29"	"Wyoming"	"56"	"2018"	"2018"	"Female"	"F"	13769
	"25-29 years"	"25-29"	"Wyoming"	"56"	"2018"	"2018"	"Male"	"M"	15731
	"25-29 years"	"25-29"	"Wyoming"	"56"	"2019"	"2019"	"Female"	"F"	13466
	"25-29 years"	"25-29"	"Wyoming"	"56"	"2019"	"2019"	"Male"	"M"	15343
	"25-29 years"	"25-29"	"Wyoming"	"56"	"2020"	"2020"	"Female"	"F"	13082
	"25-29 years"	"25-29"	"Wyoming"	"56"	"2020"	"2020"	"Male"	"M"	14785
	"25-29 years"	"25-29"	"Wyoming"	"56"	"2021"	"2021"	"Female"	"F"	12690
	"25-29 years"	"25-29"	"Wyoming"	"56"	"2021"	"2021"	"Male"	"M"	14313
	"25-29 years"	"25-29"	"Wyoming"	"56"	"2022"	"2022"	"Female"	"F"	12434
	"25-29 years"	"25-29"	"Wyoming"	"56"	"2022"	"2022"	"Male"	"M"	13924
	"25-29 years"	"25-29"	"Wyoming"	"56"	"2023"	"2023"	"Female"	"F"	12284
	"25-29 years"	"25-29"	"Wyoming"	"56"	"2023"	"2023"	"Male"	"M"	13613
	"25-29 years"	"25-29"	"Wyoming"	"56"	"2024"	"2024"	"Female"	"F"	12160
	"25-29 years"	"25-29"	"Wyoming"	"56"	"2024"	"2024"	"Male"	"M"	13537
	"30-34 years"	"30-34"	"Alabama"	"01"	"2013"	"2013"	"Female"	"F"	149511
	"30-34 years"	"30-34"	"Alabama"	"01"	"2013"	"2013"	"Male"	"M"	146918
	"30-34 years"	"30-34"	"Alabama"	"01"	"2014"	"2014"	"Female"	"F"	147072
	"30-34 years"	"30-34"	"Alabama"	"01"	"2014"	"2014"	"Male"	"M"	145658
	"30-34 years"	"30-34"	"Alabama"	"01"	"2015"	"2015"	"Female"	"F"	144025
	"30-34 years"	"30-34"	"Alabama"	"01"	"2015"	"2015"	"Male"	"M"	143329
	"30-34 years"	"30-34"	"Alabama"	"01"	"2016"	"2016"	"Female"	"F"	141220
	"30-34 years"	"30-34"	"Alabama"	"01"	"2016"	"2016"	"Male"	"M"	141194
	"30-34 years"	"30-34"	"Alabama"	"01"	"2017"	"2017"	"Female"	"F"	139941
	"30-34 years"	"30-34"	"Alabama"	"01"	"2017"	"2017"	"Male"	"M"	139797
	"30-34 years"	"30-34"	"Alabama"	"01"	"2018"	"2018"	"Female"	"F"	139665
	"30-34 years"	"30-34"	"Alabama"	"01"	"2018"	"2018"	"Male"	"M"	138640
	"30-34 years"	"30-34"	"Alabama"	"01"	"2019"	"2019"	"Female"	"F"	140213
	"30-34 years"	"30-34"	"Alabama"	"01"	"2019"	"2019"	"Male"	"M"	138593
	"30-34 years"	"30-34"	"Alabama"	"01"	"2020"	"2020"	"Female"	"F"	141718
	"30-34 years"	"30-34"	"Alabama"	"01"	"2020"	"2020"	"Male"	"M"	139818
	"30-34 years"	"30-34"	"Alabama"	"01"	"2021"	"2021"	"Female"	"F"	143109
	"30-34 years"	"30-34"	"Alabama"	"01"	"2021"	"2021"	"Male"	"M"	140750
	"30-34 years"	"30-34"	"Alabama"	"01"	"2022"	"2022"	"Female"	"F"	144424
	"30-34 years"	"30-34"	"Alabama"	"01"	"2022"	"2022"	"Male"	"M"	141454
	"30-34 years"	"30-34"	"Alabama"	"01"	"2023"	"2023"	"Female"	"F"	145377
	"30-34 years"	"30-34"	"Alabama"	"01"	"2023"	"2023"	"Male"	"M"	142140
	"30-34 years"	"30-34"	"Alabama"	"01"	"2024"	"2024"	"Female"	"F"	145093
	"30-34 years"	"30-34"	"Alabama"	"01"	"2024"	"2024"	"Male"	"M"	141809
	"30-34 years"	"30-34"	"Alaska"	"02"	"2013"	"2013"	"Female"	"F"	25003
	"30-34 years"	"30-34"	"Alaska"	"02"	"2013"	"2013"	"Male"	"M"	26499
	"30-34 years"	"30-34"	"Alaska"	"02"	"2014"	"2014"	"Female"	"F"	26982
	"30-34 years"	"30-34"	"Alaska"	"02"	"2014"	"2014"	"Male"	"M"	28381
	"30-34 years"	"30-34"	"Alaska"	"02"	"2015"	"2015"	"Female"	"F"	28995
	"30-34 years"	"30-34"	"Alaska"	"02"	"2015"	"2015"	"Male"	"M"	30263
	"30-34 years"	"30-34"	"Alaska"	"02"	"2016"	"2016"	"Female"	"F"	30803
	"30-34 years"	"30-34"	"Alaska"	"02"	"2016"	"2016"	"Male"	"M"	32049
	"30-34 years"	"30-34"	"Alaska"	"02"	"2017"	"2017"	"Female"	"F"	31962
	"30-34 years"	"30-34"	"Alaska"	"02"	"2017"	"2017"	"Male"	"M"	33026
	"30-34 years"	"30-34"	"Alaska"	"02"	"2018"	"2018"	"Female"	"F"	32319
	"30-34 years"	"30-34"	"Alaska"	"02"	"2018"	"2018"	"Male"	"M"	33316
	"30-34 years"	"30-34"	"Alaska"	"02"	"2019"	"2019"	"Female"	"F"	32432
	"30-34 years"	"30-34"	"Alaska"	"02"	"2019"	"2019"	"Male"	"M"	33504
	"30-34 years"	"30-34"	"Alaska"	"02"	"2020"	"2020"	"Female"	"F"	32378
	"30-34 years"	"30-34"	"Alaska"	"02"	"2020"	"2020"	"Male"	"M"	33564
	"30-34 years"	"30-34"	"Alaska"	"02"	"2021"	"2021"	"Female"	"F"	32202
	"30-34 years"	"30-34"	"Alaska"	"02"	"2021"	"2021"	"Male"	"M"	33431
	"30-34 years"	"30-34"	"Alaska"	"02"	"2022"	"2022"	"Female"	"F"	31838
	"30-34 years"	"30-34"	"Alaska"	"02"	"2022"	"2022"	"Male"	"M"	33353
	"30-34 years"	"30-34"	"Alaska"	"02"	"2023"	"2023"	"Female"	"F"	31269
	"30-34 years"	"30-34"	"Alaska"	"02"	"2023"	"2023"	"Male"	"M"	33101
	"30-34 years"	"30-34"	"Alaska"	"02"	"2024"	"2024"	"Female"	"F"	30791
	"30-34 years"	"30-34"	"Alaska"	"02"	"2024"	"2024"	"Male"	"M"	32659
	"30-34 years"	"30-34"	"Arizona"	"04"	"2013"	"2013"	"Female"	"F"	215049
	"30-34 years"	"30-34"	"Arizona"	"04"	"2013"	"2013"	"Male"	"M"	230703
	"30-34 years"	"30-34"	"Arizona"	"04"	"2014"	"2014"	"Female"	"F"	218759
	"30-34 years"	"30-34"	"Arizona"	"04"	"2014"	"2014"	"Male"	"M"	234650
	"30-34 years"	"30-34"	"Arizona"	"04"	"2015"	"2015"	"Female"	"F"	221601
	"30-34 years"	"30-34"	"Arizona"	"04"	"2015"	"2015"	"Male"	"M"	238579
	"30-34 years"	"30-34"	"Arizona"	"04"	"2016"	"2016"	"Female"	"F"	224827
	"30-34 years"	"30-34"	"Arizona"	"04"	"2016"	"2016"	"Male"	"M"	243479
	"30-34 years"	"30-34"	"Arizona"	"04"	"2017"	"2017"	"Female"	"F"	229112
	"30-34 years"	"30-34"	"Arizona"	"04"	"2017"	"2017"	"Male"	"M"	249654
	"30-34 years"	"30-34"	"Arizona"	"04"	"2018"	"2018"	"Female"	"F"	234735
	"30-34 years"	"30-34"	"Arizona"	"04"	"2018"	"2018"	"Male"	"M"	256619
	"30-34 years"	"30-34"	"Arizona"	"04"	"2019"	"2019"	"Female"	"F"	241243
	"30-34 years"	"30-34"	"Arizona"	"04"	"2019"	"2019"	"Male"	"M"	264345
	"30-34 years"	"30-34"	"Arizona"	"04"	"2020"	"2020"	"Female"	"F"	248169
	"30-34 years"	"30-34"	"Arizona"	"04"	"2020"	"2020"	"Male"	"M"	272242
	"30-34 years"	"30-34"	"Arizona"	"04"	"2021"	"2021"	"Female"	"F"	254502
	"30-34 years"	"30-34"	"Arizona"	"04"	"2021"	"2021"	"Male"	"M"	279044
	"30-34 years"	"30-34"	"Arizona"	"04"	"2022"	"2022"	"Female"	"F"	260259
	"30-34 years"	"30-34"	"Arizona"	"04"	"2022"	"2022"	"Male"	"M"	285018
	"30-34 years"	"30-34"	"Arizona"	"04"	"2023"	"2023"	"Female"	"F"	265213
	"30-34 years"	"30-34"	"Arizona"	"04"	"2023"	"2023"	"Male"	"M"	289644
	"30-34 years"	"30-34"	"Arizona"	"04"	"2024"	"2024"	"Female"	"F"	268891
	"30-34 years"	"30-34"	"Arizona"	"04"	"2024"	"2024"	"Male"	"M"	292479
	"30-34 years"	"30-34"	"Arkansas"	"05"	"2013"	"2013"	"Female"	"F"	94988
